id,status,representative_case_id,similarity,cluster_id,domain,role,type,difficulty,time_semantics,coverage_signature,reason,product_loop_status,product_feature_key,management_entry_status,backend_api_status,data_facts_status,missing_components,question,expected_target,notes
"BQ0099","ROTATE","BQ0090","1.0000","C0042","客户域","客服","analysis","medium","rolling_7d+rolling_3m","7d108454ac836934","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","客单价最近7天和最近三个月比是涨是跌","客户画像分析",""
"BQ0100","ROTATE","BQ0091","1.0000","C0043","客户域","客服","analysis","medium","rolling_7d","272b598ada69e52b","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","最近7天复购客户集中在哪些项目","客户画像分析",""
"BQ0101","ROTATE","BQ0093","1.0000","C0045","客户域","客服","analysis","medium","natural_year","4ee54a1d18e072ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","钻石会员的消费贡献占比(今年)","客户画像分析",""
"BQ0102","ROTATE","BQ0094","1.0000","C0046","客户域","客服","analysis","medium","natural_year","4ee54a1d18e072ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","今年客户年龄段分布","客户画像分析",""
"BQ0103","ROTATE","BQ0086","1.0000","C0038","客户域","客服","analysis","medium","natural_year","4ee54a1d18e072ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","分析下今年的客户结构，各等级占比","客户画像分析",""
"BQ0104","ROTATE","BQ0087","1.0000","C0039","客户域","客服","analysis","medium","natural_year","4ee54a1d18e072ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","今年新客和老客的消费金额对比","客户画像分析",""
"BQ0105","ROTATE","BQ0088","1.0000","C0040","客户域","客服","analysis","medium","natural_year","4ee54a1d18e072ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","今年客户到店频次的分布","客户画像分析",""
"BQ0106","ROTATE","BQ0089","1.0000","C0041","客户域","客服","analysis","medium","natural_year","4ee54a1d18e072ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","不同来源渠道的客户质量对比(今年)","客户画像分析",""
"BQ0107","REVIEW","BQ0107","1.0000","product-loop:ambiguous_named_business_period","客户域","客服","analysis","medium","natural_year+campaign_period","da69aad51bce1d64","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","客单价今年和国庆期间比是涨是跌","客户画像分析",""
"BQ0108","ROTATE","BQ0091","1.0000","C0043","客户域","客服","analysis","medium","natural_year","4ee54a1d18e072ec","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","今年复购客户集中在哪些项目","客户画像分析",""
"BQ0109","ROTATE","BQ0093","0.9500","C0045","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","金卡会员的消费贡献占比(本周末)","客户画像分析",""
"BQ0110","ROTATE","BQ0094","0.9286","C0046","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","本周末客户年龄段分布","客户画像分析",""
"BQ0111","ROTATE","BQ0086","0.9565","C0038","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","分析下本周末的客户结构，各等级占比","客户画像分析",""
"BQ0112","ROTATE","BQ0087","0.9474","C0039","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","本周末新客和老客的消费金额对比","客户画像分析",""
"BQ0113","ROTATE","BQ0088","0.9375","C0040","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","本周末客户到店频次的分布","客户画像分析",""
"BQ0114","ROTATE","BQ0089","0.9500","C0041","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","不同来源渠道的客户质量对比(本周末)","客户画像分析",""
"BQ0115","KEEP","BQ0115","1.0000","C0047","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","coverage_representative","current_release_test","customer_consumption_profile","present","present","present","","客单价本周末和本周比是涨是跌","客户画像分析",""
"BQ0116","ROTATE","BQ0091","0.9444","C0043","客户域","客服","analysis","medium","natural_week+weekend","fb1bdb7577aa102f","same_metadata_and_near_duplicate_wording_with_noncritical_parameter_variation","current_release_test","customer_consumption_profile","present","present","present","","本周末复购客户集中在哪些项目","客户画像分析",""
"BQ0117","REVIEW","BQ0117","1.0000","product-loop:ambiguous_named_business_period","客户域","客服","analysis","medium","campaign_period","8ae5574c1b7b81f9","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","钻石会员的消费贡献占比(国庆期间)","客户画像分析",""
"BQ0118","REVIEW","BQ0118","1.0000","product-loop:ambiguous_named_business_period","客户域","客服","analysis","medium","campaign_period","8ae5574c1b7b81f9","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","国庆期间客户年龄段分布","客户画像分析",""
"BQ0119","REVIEW","BQ0119","1.0000","product-loop:ambiguous_named_business_period","客户域","客服","analysis","medium","campaign_period","8ae5574c1b7b81f9","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","分析下国庆期间的客户结构，各等级占比","客户画像分析",""
"BQ0120","REVIEW","BQ0120","1.0000","product-loop:ambiguous_named_business_period","客户域","客服","analysis","medium","campaign_period","8ae5574c1b7b81f9","题目只给出活动或节假日名称，未绑定年份、明确日期范围或后台正式活动周期；不能据此构造业务时间事实，需先逐题复核。","evidence_review_required","ambiguous_named_business_period","present_in_related_workflow","present_in_related_workflow","evidence_review_required","data_facts","国庆期间新客和老客的消费金额对比","客户画像分析",""
"BQ0121","KEEP","BQ0121","1.0000","C0048","客户域","客服","risk","medium","rolling_7d","3b86e9f2d0ffb067","legacy_gate_required","current_release_test","customer_risk","present","present","present","","有哪些高价值客户最近7天都没来了","客户风险巡检","风险提示"
"BQ0122","KEEP","BQ0122","1.0000","C0049","客户域","客服","risk","medium","none","c24db059fed64a47","coverage_representative","current_release_test","customer_risk","present","present","present","","哪些客户的储值余额异常偏高","客户风险巡检","风险提示"
"BQ0123","KEEP","BQ0123","1.0000","C0050","客户域","客服","risk","medium","natural_year","8b0569fb8192a549","coverage_representative","current_release_test","customer_risk","present","present","present","","帮我找出今年可能流失的重要客户","客户风险巡检","风险提示"
