id,role,section,question,supportClass,supportLabel,managementSupport,backendSupport,reason,expectedView,evalStatus,failureCategory,candidateViews,selectedViews,totalMs,answerSummary
manager-097,一、店长经营 Agent,风险预警,这个月有没有收到很多差评或负面反馈,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,ask_data_customer_feedback_view,pass,,ask_data_customer_feedback_view,ask_data_customer_feedback_view,29669,已查询到 1 条结果，首条为 complaint_count=0、low_rating_count=0、negative_feedback_count=0。
manager-098,一、店长经营 Agent,风险预警,最近有没有员工离职带走客户的风险,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
manager-099,一、店长经营 Agent,风险预警,店里消防安全检查需要做吗,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
manager-100,一、店长经营 Agent,风险预警,今天有没有需要我马上处理的紧急事项,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-001,二、营销增长 Agent,客群识别与分析,我想做个召回活动，哪些客户最值得联系,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-002,二、营销增长 Agent,客群识别与分析,帮我找一下45天没来的客户，大概有多少人,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-003,二、营销增长 Agent,客群识别与分析,哪些客户买了次卡但最近一直不来用,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-004,二、营销增长 Agent,客群识别与分析,有没有之前消费很多但突然消失的客户,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-005,二、营销增长 Agent,客群识别与分析,新客中哪些人最有潜力转成长期客户,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-006,二、营销增长 Agent,客群识别与分析,帮我找一下对我们上次活动有响应的客户,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-007,二、营销增长 Agent,客群识别与分析,哪些客户是只来一次就再没回来的,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-008,二、营销增长 Agent,客群识别与分析,有没有客户对某个项目特别感兴趣但还没办卡,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
marketing-009,二、营销增长 Agent,客群识别与分析,帮我找下这个月快过生日的客户,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
marketing-010,二、营销增长 Agent,客群识别与分析,哪些客户最近消费明显减少,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-011,二、营销增长 Agent,客群识别与分析,我想做个高端护理套餐推广，找哪些客户合适,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-012,二、营销增长 Agent,客群识别与分析,帮我把客户按消费金额分一下层,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-013,二、营销增长 Agent,客群识别与分析,最近新客转化效果好不好，问题出在哪,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-014,二、营销增长 Agent,客群识别与分析,有没有客户对优惠很敏感，老是等打折才来,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-015,二、营销增长 Agent,客群识别与分析,哪些客户推荐过新人来，转介绍能力强,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-016,二、营销增长 Agent,客群识别与分析,帮我找一下只做过基础项目没有升单的客户,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
marketing-017,二、营销增长 Agent,客群识别与分析,有没有客户用过会员权益但感觉不是很满意,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,agent_v3_card_asset_view,not_executed,,,,,
marketing-018,二、营销增长 Agent,客群识别与分析,最近哪个时间段新客最多，从哪些渠道来,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-019,二、营销增长 Agent,客群识别与分析,帮我找一下办了卡但还没预约的新客,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
marketing-020,二、营销增长 Agent,客群识别与分析,疗程快结束的客户有多少，适合推续购,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_project_catalog_view,not_executed,,,,,
marketing-021,二、营销增长 Agent,活动策划,帮我策划一个母亲节的促销活动,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,agent_v3_promotion_offer_view,not_executed,,,,,
marketing-022,二、营销增长 Agent,活动策划,国庆节前后我应该做什么活动,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-023,二、营销增长 Agent,活动策划,夏天快来了，有什么适合推的季节性项目,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-024,二、营销增长 Agent,活动策划,我想做个老带新的活动，怎么设计比较合理,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-025,二、营销增长 Agent,活动策划,帮我策划一个针对沉睡客户的召回方案,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,ask_data_customer_lifecycle_view,not_executed,,,,,
marketing-026,二、营销增长 Agent,活动策划,年底有哪些营销节点我应该提前准备,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-027,二、营销增长 Agent,活动策划,我想推一个储值送赠品的活动，怎么设计,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-028,二、营销增长 Agent,活动策划,帮我想个适合在朋友圈发的活动主题,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-029,二、营销增长 Agent,活动策划,我想做一个次卡促销，折扣力度给多少合适,brain_content_or_advice,策划、诊断或内容生成，适合 Ami Brain,partial,partial,问题要求方案、内容生成、因果诊断或建议，不是只读 SQL 能独立证明的事实。,,not_executed,,,,,
marketing-030,二、营销增长 Agent,活动策划,帮我设计一个新客专属的欢迎礼包,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
