id,domain,role,type,difficulty,question,expected_target,notes
BQ0263,员工域,店长,query_single,easy,沈晴的联系电话,Beautician/Schedule 表,
BQ0264,员工域,店长,query_single,easy,上周有哪些美容师请假,Beautician/Schedule 表,
BQ0265,员工域,店长,query_single,easy,沈晴会做哪些项目,Beautician/Schedule 表,
BQ0266,员工域,店长,query_single,easy,沈晴国庆期间上了几个班,Beautician/Schedule 表,
BQ0267,员工域,店长,query_single,easy,有几个美容师能做头皮舒缓养护,Beautician/Schedule 表,
BQ0268,员工域,店长,query_single,easy,宋乔的入职时间,Beautician/Schedule 表,
BQ0269,员工域,店长,query_single,easy,顾然是什么职级,Beautician/Schedule 表,
BQ0270,员工域,店长,query_single,easy,顾然双十一期间的排班是怎样的,Beautician/Schedule 表,
BQ0271,员工域,店长,query_single,easy,双十一期间谁在上班,Beautician/Schedule 表,
BQ0272,员工域,店长,query_single,easy,顾然的联系电话,Beautician/Schedule 表,
BQ0273,员工域,店长,query_single,easy,最近7天有哪些美容师请假,Beautician/Schedule 表,
BQ0274,员工域,店长,query_single,easy,顾然会做哪些项目,Beautician/Schedule 表,
BQ0275,员工域,店长,query_single,easy,顾然这半年上了几个班,Beautician/Schedule 表,
BQ0276,员工域,店长,query_cross,medium,顾然这半年服务了多少个客户,Beautician×ServiceTask×CommissionRecord,跨表
BQ0277,员工域,店长,query_cross,medium,这半年哪个美容师业绩最高,Beautician×ServiceTask×CommissionRecord,跨表
BQ0278,员工域,店长,query_cross,medium,顾然这半年的提成是多少,Beautician×ServiceTask×CommissionRecord,跨表
BQ0279,员工域,店长,query_cross,medium,能做洗面护理的美容师这半年有谁在岗,Beautician×ServiceTask×CommissionRecord,跨表
BQ0280,员工域,店长,query_cross,medium,这半年各美容师的客户复购率对比,Beautician×ServiceTask×CommissionRecord,跨表
BQ0281,员工域,店长,query_cross,medium,顾然服务过的客户这半年满意度如何,Beautician×ServiceTask×CommissionRecord,跨表
BQ0282,员工域,店长,query_cross,medium,哪些美容师这半年排班工时超了,Beautician×ServiceTask×CommissionRecord,跨表
BQ0283,员工域,店长,query_cross,medium,按这半年业绩给我美容师榜单,Beautician×ServiceTask×CommissionRecord,跨表
BQ0284,员工域,店长,query_cross,medium,顾然这半年做了哪些项目,Beautician×ServiceTask×CommissionRecord,跨表
BQ0285,员工域,店长,query_cross,medium,唐伊昨天服务了多少个客户,Beautician×ServiceTask×CommissionRecord,跨表
BQ0286,员工域,店长,query_cross,medium,昨天哪个美容师业绩最高,Beautician×ServiceTask×CommissionRecord,跨表
BQ0287,员工域,店长,query_cross,medium,唐伊昨天的提成是多少,Beautician×ServiceTask×CommissionRecord,跨表
BQ0288,员工域,店长,query_cross,medium,能做肩颈舒压养护的美容师昨天有谁在岗,Beautician×ServiceTask×CommissionRecord,跨表
BQ0289,员工域,店长,query_cross,medium,昨天各美容师的客户复购率对比,Beautician×ServiceTask×CommissionRecord,跨表
BQ0290,员工域,店长,query_cross,medium,唐伊服务过的客户昨天满意度如何,Beautician×ServiceTask×CommissionRecord,跨表
BQ0291,员工域,店长,query_cross,medium,哪些美容师昨天排班工时超了,Beautician×ServiceTask×CommissionRecord,跨表
BQ0292,员工域,店长,query_cross,medium,按昨天业绩给我美容师榜单,Beautician×ServiceTask×CommissionRecord,跨表
BQ0293,员工域,店长,query_cross,medium,唐伊昨天做了哪些项目,Beautician×ServiceTask×CommissionRecord,跨表
BQ0294,员工域,店长,query_cross,medium,宋乔本月服务了多少个客户,Beautician×ServiceTask×CommissionRecord,跨表
BQ0295,员工域,店长,query_cross,medium,本月哪个美容师业绩最高,Beautician×ServiceTask×CommissionRecord,跨表
BQ0296,员工域,店长,query_cross,medium,宋乔本月的提成是多少,Beautician×ServiceTask×CommissionRecord,跨表
BQ0297,员工域,店长,query_cross,medium,能做眼周紧致护理的美容师本月有谁在岗,Beautician×ServiceTask×CommissionRecord,跨表
BQ0298,员工域,店长,query_cross,medium,本月各美容师的客户复购率对比,Beautician×ServiceTask×CommissionRecord,跨表
BQ0299,员工域,店长,query_cross,medium,宋乔服务过的客户本月满意度如何,Beautician×ServiceTask×CommissionRecord,跨表
BQ0300,员工域,店长,query_cross,medium,哪些美容师本月排班工时超了,Beautician×ServiceTask×CommissionRecord,跨表
BQ0301,员工域,店长,query_cross,medium,按本月业绩给我美容师榜单,Beautician×ServiceTask×CommissionRecord,跨表
BQ0302,员工域,店长,query_cross,medium,宋乔本月做了哪些项目,Beautician×ServiceTask×CommissionRecord,跨表
BQ0303,员工域,店长,query_cross,medium,沈晴最近30天服务了多少个客户,Beautician×ServiceTask×CommissionRecord,跨表
BQ0304,员工域,店长,query_cross,medium,最近30天哪个美容师业绩最高,Beautician×ServiceTask×CommissionRecord,跨表
BQ0305,员工域,店长,query_cross,medium,沈晴最近30天的提成是多少,Beautician×ServiceTask×CommissionRecord,跨表
BQ0306,员工域,店长,query_cross,medium,能做小气泡清洁护理的美容师最近30天有谁在岗,Beautician×ServiceTask×CommissionRecord,跨表
BQ0307,员工域,店长,query_cross,medium,最近30天各美容师的客户复购率对比,Beautician×ServiceTask×CommissionRecord,跨表
BQ0308,员工域,店长,query_cross,medium,沈晴服务过的客户最近30天满意度如何,Beautician×ServiceTask×CommissionRecord,跨表
BQ0309,员工域,店长,query_cross,medium,哪些美容师最近30天排班工时超了,Beautician×ServiceTask×CommissionRecord,跨表
BQ0310,员工域,店长,query_cross,medium,按最近30天业绩给我美容师榜单,Beautician×ServiceTask×CommissionRecord,跨表
BQ0311,员工域,店长,query_cross,medium,沈晴最近30天做了哪些项目,Beautician×ServiceTask×CommissionRecord,跨表
BQ0312,员工域,店长,query_cross,medium,顾然去年同期服务了多少个客户,Beautician×ServiceTask×CommissionRecord,跨表
BQ0313,员工域,店长,query_cross,medium,去年同期哪个美容师业绩最高,Beautician×ServiceTask×CommissionRecord,跨表
BQ0314,员工域,店长,query_cross,medium,顾然去年同期的提成是多少,Beautician×ServiceTask×CommissionRecord,跨表
BQ0315,员工域,店长,query_cross,medium,能做精华导入护理的美容师去年同期有谁在岗,Beautician×ServiceTask×CommissionRecord,跨表
BQ0316,员工域,店长,analysis,medium,分析下这半年各美容师的人效,人效分析,
BQ0317,员工域,店长,analysis,medium,顾然的业绩趋势怎么样,人效分析,
BQ0318,员工域,店长,analysis,medium,去年同期美容师的连带销售能力对比,人效分析,
BQ0319,员工域,店长,analysis,medium,去年同期团队整体产能利用率,人效分析,
BQ0320,员工域,店长,analysis,medium,去年同期哪个职级产出最高,人效分析,
BQ0321,员工域,店长,analysis,medium,美容师客单价差异分析(去年同期),人效分析,
BQ0322,员工域,店长,analysis,medium,去年同期指定服务和非指定的占比,人效分析,
BQ0323,员工域,店长,analysis,medium,顾然和团队平均水平的差距,人效分析,
BQ0324,员工域,店长,analysis,medium,分析下昨天各美容师的人效,人效分析,
BQ0325,员工域,店长,analysis,medium,唐伊的业绩趋势怎么样,人效分析,
BQ0326,员工域,店长,analysis,medium,五一假期美容师的连带销售能力对比,人效分析,
BQ0327,员工域,店长,analysis,medium,五一假期团队整体产能利用率,人效分析,
BQ0328,员工域,店长,analysis,medium,五一假期哪个职级产出最高,人效分析,
BQ0329,员工域,店长,analysis,medium,美容师客单价差异分析(五一假期),人效分析,
BQ0330,员工域,店长,analysis,medium,五一假期指定服务和非指定的占比,人效分析,
BQ0331,员工域,店长,analysis,medium,唐伊和团队平均水平的差距,人效分析,
BQ0332,员工域,店长,analysis,medium,分析下本月各美容师的人效,人效分析,
BQ0333,员工域,店长,analysis,medium,宋乔的业绩趋势怎么样,人效分析,
BQ0334,员工域,店长,analysis,medium,开业至今美容师的连带销售能力对比,人效分析,
BQ0335,员工域,店长,analysis,medium,开业至今团队整体产能利用率,人效分析,
BQ0336,员工域,店长,analysis,medium,开业至今哪个职级产出最高,人效分析,
BQ0337,员工域,店长,analysis,medium,美容师客单价差异分析(开业至今),人效分析,
BQ0338,员工域,店长,analysis,medium,开业至今指定服务和非指定的占比,人效分析,
BQ0339,员工域,店长,analysis,medium,宋乔和团队平均水平的差距,人效分析,
BQ0340,员工域,店长,analysis,medium,分析下最近30天各美容师的人效,人效分析,
BQ0341,员工域,店长,analysis,medium,沈晴的业绩趋势怎么样,人效分析,
BQ0342,员工域,店长,analysis,medium,春节期间美容师的连带销售能力对比,人效分析,
BQ0343,员工域,店长,analysis,medium,春节期间团队整体产能利用率,人效分析,
BQ0344,员工域,店长,analysis,medium,春节期间哪个职级产出最高,人效分析,
BQ0345,员工域,店长,analysis,medium,美容师客单价差异分析(春节期间),人效分析,
BQ0346,员工域,店长,analysis,medium,春节期间指定服务和非指定的占比,人效分析,
BQ0347,员工域,店长,analysis,medium,沈晴和团队平均水平的差距,人效分析,
BQ0348,员工域,店长,analysis,medium,分析下去年同期各美容师的人效,人效分析,
BQ0349,员工域,店长,analysis,medium,本周美容师的连带销售能力对比,人效分析,
BQ0350,员工域,店长,analysis,medium,本周团队整体产能利用率,人效分析,
BQ0351,员工域,店长,risk,medium,有没有主力美容师本周业绩下滑,员工风险巡检,
BQ0352,员工域,店长,risk,medium,哪些美容师本周排班过载,员工风险巡检,
BQ0353,员工域,店长,risk,medium,有美容师长期闲置产能浪费吗,员工风险巡检,
BQ0354,员工域,店长,risk,medium,上个月请假会不会导致产能缺口,员工风险巡检,
BQ0355,员工域,店长,risk,medium,哪个美容师上个月客户流失偏多,员工风险巡检,
BQ0356,员工域,店长,risk,medium,技能覆盖有短板吗，某些项目缺人做,员工风险巡检,
BQ0357,员工域,店长,risk,medium,宋乔的业绩是不是异常了,员工风险巡检,
BQ0358,员工域,店长,risk,medium,今天谁的爽约率偏高,员工风险巡检,
BQ0359,员工域,店长,risk,medium,有没有主力美容师上个月业绩下滑,员工风险巡检,
BQ0360,员工域,店长,risk,medium,哪些美容师上个月排班过载,员工风险巡检,
BQ0361,员工域,店长,risk,medium,最近三个月请假会不会导致产能缺口,员工风险巡检,
BQ0362,员工域,店长,risk,medium,哪个美容师最近三个月客户流失偏多,员工风险巡检,
BQ0363,员工域,店长,risk,medium,沈晴的业绩是不是异常了,员工风险巡检,
BQ0364,员工域,店长,risk,medium,上周谁的爽约率偏高,员工风险巡检,
BQ0365,员工域,店长,risk,medium,有没有主力美容师最近三个月业绩下滑,员工风险巡检,
BQ0366,员工域,店长,risk,medium,哪些美容师最近三个月排班过载,员工风险巡检,
BQ0367,员工域,店长,risk,medium,这个季度请假会不会导致产能缺口,员工风险巡检,
BQ0368,员工域,店长,risk,medium,哪个美容师这个季度客户流失偏多,员工风险巡检,
BQ0369,员工域,店长,risk,medium,顾然的业绩是不是异常了,员工风险巡检,
BQ0370,员工域,店长,risk,medium,最近7天谁的爽约率偏高,员工风险巡检,
BQ0371,员工域,店长,risk,medium,有没有主力美容师这个季度业绩下滑,员工风险巡检,
BQ0372,员工域,店长,risk,medium,哪些美容师这个季度排班过载,员工风险巡检,
BQ0373,员工域,店长,risk,medium,双十一期间请假会不会导致产能缺口,员工风险巡检,
BQ0374,员工域,店长,risk,medium,哪个美容师双十一期间客户流失偏多,员工风险巡检,
BQ0375,员工域,店长,risk,medium,唐伊的业绩是不是异常了,员工风险巡检,
BQ0376,员工域,店长,risk,medium,今年谁的爽约率偏高,员工风险巡检,
BQ0377,员工域,店长,risk,medium,有没有主力美容师双十一期间业绩下滑,员工风险巡检,
BQ0378,员工域,店长,risk,medium,哪些美容师双十一期间排班过载,员工风险巡检,
BQ0379,员工域,店长,risk,medium,最近14天请假会不会导致产能缺口,员工风险巡检,
BQ0380,员工域,店长,risk,medium,哪个美容师最近14天客户流失偏多,员工风险巡检,
BQ0381,员工域,美容师,query_single,easy,我今天有几个服务任务,terminal/beautician/*,美容师自视角
BQ0382,员工域,美容师,query_single,easy,我今天的提成有多少,terminal/beautician/*,美容师自视角
BQ0383,员工域,美容师,query_single,easy,我今天的排班,terminal/beautician/*,美容师自视角
BQ0384,员工域,美容师,query_single,easy,我下一个客户是谁,terminal/beautician/*,美容师自视角
BQ0385,员工域,美容师,query_single,easy,我上周服务了多少客户,terminal/beautician/*,美容师自视角
BQ0386,员工域,美容师,query_single,easy,我的个人业绩排第几,terminal/beautician/*,美容师自视角
