id,role,section,question,previousClass,auditClass,priority,capabilityKey,capabilityLabel,reason,recommendedView,permission,currentSemanticMetricKeys,currentSemanticViews,currentSemanticConfidence,pages,backend,models,developmentFacts
finance-068,六、财务风控 Agent,退款与折扣,这个月免单或赠送了多少金额,admin_supported_ask_not_open,backend_fact_incomplete,P1,promotion_redemption_events,优惠发放与核销事件闭环,Promotion 有配置与累计计数，但开发门店当前 usedCount 合计为 0，且缺少逐次发放、核销、审批与授权事件，不能证明周期和滥用。,,core:marketing:view,,,0.35,src/app/pages/PromotionManagement.tsx,packages/server-v2/src/marketing/marketing.controller.ts,Promotion|ProductOrder,"{""Promotion"":30,""PromotionUsed"":0}"
finance-069,六、财务风控 Agent,退款与折扣,有没有退款但服务已经做完的纠纷,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-070,六、财务风控 Agent,退款与折扣,帮我统计一下本月折扣总金额和折扣率,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-071,六、财务风控 Agent,退款与折扣,有没有退款影响到员工提成的情况,admin_supported_ask_not_open,existing_facts_new_view,P1,staff_customer_outcomes,员工客户经营结果,订单、服务任务、员工、客户、反馈和提成事实可以形成受控员工结果视图；必须固定客户归属与去重口径，不读取反馈原文。,ask_data_staff_customer_outcome_view,core:beautician-performance:view,staff_performance,ask_data_staff_performance_view,0.98,src/app/pages/operation-profit/BeauticianPerformance.tsx,packages/server-v2/src/orders/orders.controller.ts|packages/server-v2/src/customer-feedback/customer-feedback.controller.ts,OrderItem|ServiceTask|Customer|CustomerServiceFeedback|CommissionRecord,"{""ProductOrder"":670,""ServiceTask"":237,""Customer"":1253,""CustomerServiceFeedback"":0,""CommissionRecord"":148}"
finance-072,六、财务风控 Agent,退款与折扣,退款申请的平均处理时间是多久,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-073,六、财务风控 Agent,退款与折扣,有没有客户经常退款的异常行为,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-075,六、财务风控 Agent,退款与折扣,帮我生成一份退款明细报告,admin_supported_ask_not_open,existing_ask_direct,P0,refund_detail_report,退款明细,返回退款时间、金额、状态和原因分类，不返回流水号或内部备注。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,agent_v3_payment_refund_view,core:finance:view,payment_flow,agent_v3_payment_refund_view,0.94,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-078,六、财务风控 Agent,财务风险与合规,这个月有没有不正常的流水,admin_supported_ask_not_open,existing_ask_direct,P0,abnormal_finance_flow,异常财务流水,将“不正常流水”限定为已检测对账异常，不自行推断风险。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_reconciliation_issue_view,core:finance:view,reconciliation_issue,ask_data_reconciliation_issue_view,0.98,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-083,六、财务风控 Agent,财务风险与合规,有没有跨月的预付款需要处理,admin_supported_ask_not_open,existing_facts_new_view,P1,discount_refund_governance,折扣与退款事实,订单折扣、退款状态、创建/完成时间、客户和服务任务均有结构化字段，可新增不含原因原文与审批备注的治理视图。,ask_data_discount_refund_governance_view,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx|src/app/pages/finance/CashierReconciliation.tsx,packages/server-v2/src/orders/orders.controller.ts,ProductOrder|RefundRecord|OrderItem|ServiceTask|Beautician,"{""ProductOrder"":670,""RefundRecord"":42,""ServiceTask"":237,""Beautician"":14}"
finance-086,六、财务风控 Agent,财务风险与合规,这个月的现金收入有没有核对过,admin_supported_ask_not_open,existing_ask_direct,P1,cash_reconciliation_run_status,现金收入对账运行状态,当前对账视图以异常为主表，无异常时不保留运行行；不能用“异常数为 0”冒充“已完成对账”。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_reconciliation_issue_view,,reconciliation_issue,ask_data_reconciliation_issue_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-088,六、财务风控 Agent,财务风险与合规,帮我检查一下这个月的财务数据有没有异常,admin_supported_ask_not_open,existing_ask_direct,P0,finance_issue_summary,财务异常汇总,按异常类别、严重度和处理状态汇总已检测财务异常。当前 Catalog 和独立语义合同已完成接入，按已开放能力计入直接覆盖。,ask_data_reconciliation_issue_view,core:finance:view,reconciliation_issue,ask_data_reconciliation_issue_view,0.97,,packages/server-v2/src/ask-data-free-sql/ask-data-semantic-contracts.ts,,{}
finance-094,六、财务风控 Agent,财务风险与合规,这个月有没有超出预算的支出,admin_supported_ask_not_open,backend_fact_incomplete,P2,financial_governance_missing,现金流、预算、手续费与审批治理,订单、支付和退款事实存在，但题目要求的预算、渠道手续费、审批状态、现金流账户或跨月资金治理没有完整事实模型。,,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx,packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,ProductOrder|PaymentRecord|RefundRecord|DailySettlement,"{""ProductOrder"":670,""PaymentRecord"":671,""RefundRecord"":42,""DailySettlement"":45}"
finance-097,六、财务风控 Agent,财务风险与合规,这个月的财务报告什么时候要出，需要什么数据,admin_supported_ask_not_open,backend_fact_incomplete,P2,financial_governance_missing,现金流、预算、手续费与审批治理,订单、支付和退款事实存在，但题目要求的预算、渠道手续费、审批状态、现金流账户或跨月资金治理没有完整事实模型。,,core:finance:view,,,0.35,src/app/pages/finance/FinanceOverview.tsx,packages/server-v2/src/finance-metrics/finance-metrics.controller.ts,ProductOrder|PaymentRecord|RefundRecord|DailySettlement,"{""ProductOrder"":670,""PaymentRecord"":671,""RefundRecord"":42,""DailySettlement"":45}"
finance-099,六、财务风控 Agent,财务风险与合规,帮我生成一份月度财务简报,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
finance-100,六、财务风控 Agent,财务风险与合规,帮我分析一下如果下个月客流减少30%，财务压力有多大,admin_supported_ask_not_open,brain_or_advice,boundary,brain_or_advice,建议、预测或内容生成,题目要求方案、预测、归因解释或内容组织，SQL 只能提供事实证据，最终能力应由独立 Ami Brain 或受控报告能力承接。,,,,,0.35,,,,{}
